place_guess,latitude,longitude,positional_accuracy,place_town_name,place_county_name,place_state_name,species_guess,scientific_name
"Lynchburg College, Lynchburg, VA, USA",37.3988919444,-79.1875353889,,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Markham, VA 22643, USA",38.9360843724,-78.046365045,40,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Boyce, VA 22620, USA",39.0834942997,-78.0842961997,,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Gainesville, VA, US",38.7820633333,-77.5891583333,18,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Arcari Dr, Bristow, VA, US",38.7430449796,-77.5501461106,36,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Augusta County, VA, USA",38.2968423021,-79.2263623345,31,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"E Leigh St, Richmond, VA, US",37.5429482293,-77.4294428901,7,,Richmond city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Doane Dr, Manassas, VA, US",38.7873113,-77.5466861,36,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sandusky Dr, Lynchburg, VA, US",37.380541999,-79.1951006978,5955,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Hemlock Overlook Regional Park, Clifton, VA, US",38.76863,-77.4152533333,5,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bull Run Occoquan Trail, Clifton, VA, US",38.7737116667,-77.4138116667,100,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Crystal City Shops, Arlington, VA, US",38.8557916667,-77.0495916667,23,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Themis St SE, Leesburg, VA, US",39.0913416667,-77.58065,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Purcellville, VA, US",39.2267033333,-77.7811366667,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"University of Lynchburg, Lynchburg, VA, US",37.3989333333,-79.180205,35,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Curie Hall, Radford, VA 24142, USA",37.14002948,-80.54987665,8,,Radford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Signal Knob Dr, Strasburg, VA, US",39.0001632276,-78.3452436011,35,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sweet Briar College, Amherst, VA, US",37.5571975581,-79.0771940278,29,,Amherst,Virginia,Spotted Lanternfly,Lycorma delicatula
"Nokesville, VA 20181, USA",38.732425,-77.6808888889,,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Stanardsville, VA, US",38.4462841166,-78.4412130924,63736,,Greene,Virginia,Spotted Lanternfly,Lycorma delicatula
"River Ridge, Lynchburg, VA, US",37.3663,-79.176895,25,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lake Frederick, VA 22630, USA",38.8952277778,-78.1941055556,,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Forest, VA, USA",37.3707083333,-79.3022783333,,,Bedford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Race Ave, Waynesboro, VA, US",38.0664861667,-78.8864133333,4,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blue Ridge St, Lynchburg, VA, US",37.400974,-79.178256,5631,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Iris Dr, Sterling, VA, US",39.0414391458,-77.4016285502,5,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Themis St SE, Leesburg, VA, US",39.0911528333,-77.5807416667,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sky Meadows State Park, Paris, VA, US",38.990925,-77.964395,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sky Meadows State Park, Delaplane, VA, US",38.9960783333,-77.970995,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sky Meadows State Park, Delaplane, VA, US",38.9968966667,-77.9731133333,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Greenview Dr, Lynchburg, VA, US",37.3394411119,-79.2251641342,23,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Austin Grove Rd, Bluemont, VA, US",39.0618848924,-77.8380464959,24,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Front Royal,38.8875732422,-78.1652755737,35,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.8874206543,-78.1654205322,35,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.8874816895,-78.1654052734,35,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.887512207,-78.1654815674,35,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bluemont, VA 20135, USA",39.1322102813,-77.8767723218,89,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"S King St, Leesburg, VA, US",39.1047083134,-77.5686835451,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.8873596191,-78.1654434204,7,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.8874816895,-78.1653366089,35,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.8874206543,-78.1653671265,35,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.8874206543,-78.165397644,35,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.8874511719,-78.165145874,35,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
Front Royal,38.8872413635,-78.1654205322,,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Warren County, US-VA, US",38.964017,-78.171752,51,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA",39.1154523,-77.5645323,5515,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blue Ridge St, Lynchburg, VA, US",37.400974,-79.178256,5631,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg, VA 22802, USA",38.5024587574,-78.9451826736,5,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Tate Springs, Lynchburg, VA 24501, USA",37.420100991,-79.1704225168,191,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Front Royal, VA, US",38.8714192808,-78.2046489884,4,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"South Riding Market Square, Chantilly, VA, US",38.9257211918,-77.5203581014,24,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"North St NE, Leesburg, VA, US",39.1171333333,-77.5605616667,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bear Chase Ln, Bluemont, VA, US",39.1110696225,-77.8457049535,5,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Odyssey Park Dr SE, Leesburg, VA, US",39.093175,-77.5748666667,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"S King St, Leesburg, VA, US",39.1149471667,-77.5646666667,13,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Tysons, VA, USA",38.9187186022,-77.2310925275,3495,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"E Main St, Front Royal, VA, US",38.91748,-78.1885533333,11,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Delphi Ln, Charlottesville, VA, US",38.0387962656,-78.4437368252,5,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Greensboro Dr, McLean, VA, US",38.9238508874,-77.2276557965,23,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wards Rd, Lynchburg, VA, US",37.34595,-79.1902783333,6,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Waynesboro, VA 22980, USA",38.0684635247,-78.8894681633,4560,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Front Royal, VA, US",38.8501866667,-78.1637945,50,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mill Reef Rd, Upperville, VA, US",38.9721116667,-77.8769283333,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bayberry Ln, Harrisonburg, VA, US",38.4171783333,-78.8466716667,5,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Linden, VA, US",38.8852416667,-78.0934916667,7,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Linden, VA, US",38.8902716667,-78.0826028333,62,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Appalachain Trail, Linden, VA, US",38.9307166667,-78.0326778333,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harry Byrd Hwy, Bluemont, VA, US",39.115375,-77.8470916667,12,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Riverbend Rd, Stanley, VA, US",38.57927,-78.57318,9,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
Lynchburg,37.3541564941,-79.1800613403,35,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg, VA 22802, USA",38.5024317322,-78.9450294524,9,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Training Center Rd, Front Royal, VA, US",38.886888403,-78.1650507706,4,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Afton Cir, Lyndhurst, VA, US",38.0297861667,-78.85848,4,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Austin Grove Rd, Bluemont, VA, US",39.0600966994,-77.8405688739,8,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
Richmond,37.5699768066,-77.4757995605,90,,Richmond city,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.9700706095,-77.5925663396,4,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Ahmadiyya Dr, Chantilly, VA, US",38.880574397,-77.4353989102,75,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Gaston St, Chantilly, VA, US",38.8811749186,-77.4314731922,67,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fowler St, Charlottesville, VA, US",38.0761405325,-78.4534811116,39,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA, USA",39.1259979,-77.56738803,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stadium Rd, Charlottesville, VA, US",38.0283623258,-78.5219095414,23,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"University of Virginia, Charlottesville, VA, US",38.0351835865,-78.502711368,23,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"Albemarle County, US-VA, US",38.0950350087,-78.5722256622,5,,Albemarle,Virginia,Spotted Lanternfly,Lycorma delicatula
"South Fork Shenandoah River, Front Royal, VA, US",38.9041166667,-78.214255,6388,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Harrisonburg, VA, USA",38.43195,-78.8650194444,4,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
Leesburg,39.1103210449,-77.5594406128,27,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bruebeck Ln, Strasburg, VA, US",39.0073756179,-78.4150547781,4,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blue Ridge St, Lynchburg, VA, US",37.400974,-79.178256,5631,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.608895734,-77.4637773912,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"SR-747, Bridgewater, VA, US",38.3812116667,-79.0112,3,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
Bristow,38.7389221191,-77.549118042,35,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Arrington, VA, US",37.683705,-78.9697716667,4,,Nelson,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia Gateway Shopping Center, Gainesville, VA, US",38.7875610666,-77.6065517951,40,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
Gainesville,38.769744873,-77.5983352661,320,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fairhaven Ave, Alexandria, VA, US",38.78592,-77.0788278333,8,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Loudoun County, VA, USA",39.0118659955,-77.7515678067,8,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",38.5376470292,-78.5074570788,244,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA, US",38.383945,-78.65545,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA, US",38.3836783333,-78.6554866667,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA, US",38.3836116667,-78.65525,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA, US",38.3837616667,-78.655425,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA, US",38.38393,-78.655395,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA, US",38.3840927585,-78.655569108,6,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA, US",38.3840916667,-78.6555466667,15,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA, US",38.3842267398,-78.6554153454,13,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton, VA, US",38.439125,-78.63118,4,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Raven Rocks Rd, Bluemont, VA, US",39.1307267605,-77.849380602,75068,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bayberry Ln, Harrisonburg, VA, US",38.417245,-78.846595,4,,Harrisonburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lakeside Dr, Lynchburg, VA, US",37.4054533333,-79.1723716667,10,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lee Hwy N, Warrenton, VA, US",38.7764694315,-77.6792914369,24062,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Clifton, VA 20124, USA",38.83768604,-77.4146438017,8,"Greater Clifton, VA",Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Bluemont, VA, US",39.0881152308,-77.8505132817,24067,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Afton Cir, Lyndhurst, VA, US",38.0297195,-78.8585583333,3,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"S Main St, Manassas, VA, US",38.7500857057,-77.4691171931,8,,Manassas,Virginia,Spotted Lanternfly,Lycorma delicatula
"Culpeper County, VA, USA",38.4622715213,-78.0407620394,31,,Culpeper,Virginia,Spotted Lanternfly,Lycorma delicatula
"Night Star Way, Reston, VA, US",38.991248064,-77.3426046412,23,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Culpeper, VA 22701, USA",38.4720531,-78.0060266,11,,Culpeper,Virginia,Spotted Lanternfly,Lycorma delicatula
"Blue Ridge St, Lynchburg, VA, US",37.400974,-79.178256,5631,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Cambridge Cir, Rockingham, VA, US",38.395455699,-78.8137046586,8,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Wards Rd, Lynchburg, VA, US",37.3746441411,-79.1848613304,4,,Lynchburg,Virginia,Spotted Lanternfly,Lycorma delicatula
"Valley View Park, Nokesville, VA, US",38.7025666667,-77.5418783333,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
Waynesboro,38.0639572144,-78.8733444214,16,,Waynesboro,Virginia,Spotted Lanternfly,Lycorma delicatula
"Redbud Rd, Winchester, VA, US",39.2101616667,-78.1273278333,3,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leeds Manor Rd, Delaplane, VA, US",38.9758101851,-77.9625191913,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Skyline Drive Milepost 51, Stanley, VA 22851, USA",38.5177536,-78.4368213,198,,Madison,Virginia,Spotted Lanternfly,Lycorma delicatula
"Colonial Village, Arlington, VA, USA",38.894775,-77.0816666667,,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Leesburg, VA 20175, USA",39.0808111111,-77.5623222222,,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Chimneys West Dr, Haymarket, VA, US",38.8573612036,-77.6360913768,830,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
Paris,38.9926147461,-77.9458618164,40,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Fishersville, VA, USA",38.0856166667,-78.989225,,,Augusta,Virginia,Spotted Lanternfly,Lycorma delicatula
"Lord Fairfax Hwy, Boyce, VA, US",39.0836416667,-78.0843416667,4,,Clarke,Virginia,Spotted Lanternfly,Lycorma delicatula
"Beaverdam Creek, Bluemont, VA, US",39.0940583333,-77.822595,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Manassas Park, VA 20111, USA",38.7550023,-77.4357739,8030,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Kingstowne Towne Center, Alexandria, VA, US",38.7694133333,-77.1399611667,14,,Fairfax,Virginia,Spotted Lanternfly,Lycorma delicatula
"Valley View Park, Nokesville, VA, US",38.70258,-77.5412666667,4,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Virginia, US",39.0598183066,-77.4577455549,4,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Limestone Dr, Gainesville, VA, US",38.7848333333,-77.5978866667,11,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Ida Lee Park Recreation Center, Leesburg, VA, US",39.1265638333,-77.5684133333,3,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Windermere Dr, Culpeper, VA, US",38.4758133974,-78.0230472022,62,,Culpeper,Virginia,Spotted Lanternfly,Lycorma delicatula
"Culpeper County, US-VA, US",38.4577024,-78.0433562997,,,Culpeper,Virginia,Spotted Lanternfly,Lycorma delicatula
"E King St, Strasburg, VA, US",38.9886251873,-78.3581350365,5,,Shenandoah,Virginia,Spotted Lanternfly,Lycorma delicatula
"Massanutten, VA, USA",38.4131978941,-78.7499854287,31,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"Sky Meadows State Park, Paris, VA, US",38.9946633333,-77.96982,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Elkton Plaza, Elkton, VA, US",38.4070366667,-78.65197,40,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"N Quincy St, Arlington, VA, US",38.87912,-77.1081916667,17,,Arlington,Virginia,Spotted Lanternfly,Lycorma delicatula
"Titnore Ct, Hamilton, VA, US",39.1585553783,-77.6713492123,416,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Middle Rd, Winchester, VA, US",39.1258778426,-78.2307283333,20,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Mountain Valley Rd, Keezletown, VA, US",38.476271188,-78.7542986279,119787,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"South St SE, Leesburg, VA, US",39.1123750882,-77.5632351688,5,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbridge, VA 22191, USA",38.5983439722,-77.2621489722,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbridge, VA 22191, USA",38.5984949722,-77.262259,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbridge, VA 22191, USA",38.5977859722,-77.2616079722,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Spotswood Trail, Penn Laird, VA, US",38.3983490403,-78.8105909376,5,,Rockingham,Virginia,Spotted Lanternfly,Lycorma delicatula
"US-211 W, Luray, VA, US",38.6623466667,-78.4932466667,35,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"University of Virginia, Charlottesville, VA, US",38.0308021592,-78.5014710209,35,,Charlottesville City,Virginia,Spotted Lanternfly,Lycorma delicatula
"Woodbridge, VA 22191, USA",38.5976209722,-77.2618109722,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Prince William County, US-VA, US",38.5977699722,-77.2618819722,,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"West Gate, VA 20109, USA",38.77431454,-77.49951321,9,,Prince William,Virginia,Spotted Lanternfly,Lycorma delicatula
"Stanardsville, VA 22973, USA",38.379883933,-78.5155306756,137,,Greene,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Elkton, VA, US",38.4525891165,-78.4669139519,21,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Starry Way Dr, Stephenson, VA, US",39.2174397072,-78.0991417887,31,,Frederick,Virginia,Spotted Lanternfly,Lycorma delicatula
"Markham, VA 22643, USA",38.9735142928,-77.9727078974,199,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Shenandoah National Park, Front Royal, VA, US",38.8583366667,-78.20952,229,,Warren,Virginia,Spotted Lanternfly,Lycorma delicatula
"Jordan Ave, Radford, VA, US",37.1120049452,-80.5812790149,38,,Radford,Virginia,Spotted Lanternfly,Lycorma delicatula
"Kornblau Terr SE, Leesburg, VA, US",39.1077165375,-77.5616555457,8,,Loudoun,Virginia,Spotted Lanternfly,Lycorma delicatula
"Raccoon Ford, VA 22701, USA",38.4532961997,-78.0823580997,,,Culpeper,Virginia,Spotted Lanternfly,Lycorma delicatula
"Luray, VA 22835, USA",38.6588435,-78.4374301,,,Page,Virginia,Spotted Lanternfly,Lycorma delicatula
"Upperville, VA 20184, USA",38.99492359,-77.93747039,4,,Fauquier,Virginia,Spotted Lanternfly,Lycorma delicatula
"Greene County, Shenandoah National Park, Shenandoah, US-VA, US",38.3814308724,-78.4954762065,6,,Greene,Virginia,Spotted Lanternfly,Lycorma delicatula
